City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,State Code,Race,Count
Rialto,California,31.6,49902.0,53235.0,103137,32741.0,CA,Asian,4103
Pomona,California,32.1,74945.0,78307.0,153252,53879.0,CA,Hispanic or Latino,108787
Bloomington,Illinois,35.1,37972.0,40323.0,78295,7287.0,IL,American Indian and Alaska Native,182
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,3210.0,GA,Hispanic or Latino,5378
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,MN,Asian,4689
Arlington,Virginia,34.4,113981.0,115183.0,229164,55205.0,VA,Black or African-American,22372
San Francisco,California,38.3,439752.0,425064.0,864816,297199.0,CA,Asian,324034
College Station,Texas,22.9,54125.0,53774.0,107899,16145.0,TX,Hispanic or Latino,17784
Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,TX,White,70278
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,27757.0,MA,White,80551
Lafayette,Indiana,33.5,34313.0,36857.0,71170,5697.0,IN,White,63157
Lafayette,Indiana,33.5,34313.0,36857.0,71170,5697.0,IN,Black or African-American,6752
Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,MN,Hispanic or Latino,6617
Canton,Ohio,33.4,34476.0,37419.0,71895,2204.0,OH,American Indian and Alaska Native,358
Orange,California,35.0,67337.0,73658.0,140995,34550.0,CA,White,100083
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,32935.0,MA,Asian,30473
Washington,District of Columbia,33.8,319705.0,352523.0,672228,95117.0,DC,White,285402
Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,NJ,Hispanic or Latino,100432
Peoria,Illinois,33.1,56229.0,62432.0,118661,7517.0,IL,Black or African-American,36333
San Jose,California,36.5,518317.0,508602.0,1026919,401493.0,CA,Black or African-American,41721
Longmont,Colorado,36.8,43941.0,48280.0,92221,10424.0,CO,Black or African-American,1782
Muncie,Indiana,27.4,32446.0,37255.0,69701,1062.0,IN,Black or African-American,10482
Mission Viejo,California,44.9,48849.0,48314.0,97163,17308.0,CA,American Indian and Alaska Native,683
Garden Grove,California,37.8,86779.0,88605.0,175384,80677.0,CA,Asian,71737
Modesto,California,35.2,104852.0,106405.0,211257,39613.0,CA,White,166618
Laredo,Texas,28.8,124305.0,131484.0,255789,68427.0,TX,Hispanic or Latino,243190
Apple Valley,California,34.3,32873.0,39312.0,72185,5801.0,CA,Black or African-American,9124
Livermore,California,36.7,41522.0,46595.0,88117,13959.0,CA,Black or African-American,3199
Berkeley,California,32.5,60142.0,60829.0,120971,25000.0,CA,Hispanic or Latino,15429
Rockford,Illinois,36.3,71076.0,78270.0,149346,18323.0,IL,White,107148
Santa Clara,California,35.2,63278.0,62938.0,126216,52281.0,CA,American Indian and Alaska Native,1354
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10599.0,TN,Black or African-American,59918
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,19652.0,PA,American Indian and Alaska Native,1076
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,6313.0,AR,American Indian and Alaska Native,2058
Roseville,California,38.4,62591.0,67691.0,130282,18161.0,CA,American Indian and Alaska Native,2635
Union City,California,38.5,38599.0,35911.0,74510,32752.0,CA,Asian,44849
Metairie,Louisiana,41.6,69515.0,76943.0,146458,19871.0,LA,Hispanic or Latino,19703
Frederick,Maryland,36.1,33146.0,36336.0,69482,14211.0,MD,American Indian and Alaska Native,1333
Brownsville,Texas,30.6,87689.0,96199.0,183888,53301.0,TX,Hispanic or Latino,170041
Rancho Cordova,California,33.8,34844.0,36182.0,71026,17020.0,CA,Hispanic or Latino,13970
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,30675.0,FL,Black or African-American,39226
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,30675.0,FL,American Indian and Alaska Native,406
Paterson,New Jersey,34.0,70640.0,77117.0,147757,49810.0,NJ,White,54885
Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,UT,Hispanic or Latino,28275
German,Maryland,34.9,41115.0,43007.0,84122,27877.0,MD,White,43330
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,12863.0,NC,Hispanic or Latino,25080
Palo Alto,California,40.2,31451.0,35397.0,66848,23348.0,CA,Hispanic or Latino,3496
Clovis,California,37.8,52392.0,51780.0,104172,13409.0,CA,Black or African-American,3434
Clovis,California,37.8,52392.0,51780.0,104172,13409.0,CA,Asian,14249
Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,KS,Hispanic or Latino,44342
Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,IL,American Indian and Alaska Native,677
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,9477.0,MN,White,56216
Seattle,Washington,35.5,345659.0,338784.0,684443,119840.0,WA,Black or African-American,61974
Mountain View,California,33.5,42493.0,37945.0,80438,31857.0,CA,Asian,23884
Hayward,California,34.3,78152.0,80148.0,158300,60970.0,CA,White,74800
Bk,California,37.0,50405.0,54909.0,105314,32435.0,CA,Black or African-American,4729
Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,AZ,White,413010
Fargo,North Dakota,30.7,60560.0,58690.0,119250,9428.0,ND,White,107349
South Bend,Indiana,32.4,50483.0,53274.0,103757,8779.0,IN,White,71391
Lakewood,California,39.9,41523.0,40069.0,81592,18274.0,CA,Asian,18999
Pittsburg,California,34.5,33309.0,36118.0,69427,21043.0,CA,White,25996
Mesquite,Texas,34.6,69240.0,75884.0,145124,26755.0,TX,Hispanic or Latino,56753
Birmingham,Alabama,35.6,102122.0,112789.0,214911,8258.0,AL,Hispanic or Latino,8940
Boca Raton,Florida,47.3,44760.0,48466.0,93226,21117.0,FL,Hispanic or Latino,14735
Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,WA,Asian,26909
Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,FL,American Indian and Alaska Native,1603
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,27313.0,MA,Asian,2528
Poinciana,Florida,34.2,38142.0,35801.0,73943,14349.0,FL,White,45622
Weston,Florida,38.6,32956.0,36991.0,69947,30876.0,FL,Hispanic or Latino,36687
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,12934.0,SD,Hispanic or Latino,9388
Plano,Texas,38.1,138565.0,145054.0,283619,74030.0,TX,Black or African-American,25217
Tyler,Texas,33.9,50422.0,53283.0,103705,8225.0,TX,Hispanic or Latino,21536
League City,Texas,35.9,49354.0,48996.0,98350,8361.0,TX,Asian,8163
Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,KS,Asian,6547
Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,KS,American Indian and Alaska Native,4239
Denton,Texas,28.7,62478.0,68569.0,131047,18451.0,TX,Black or African-American,15542
Denton,Texas,28.7,62478.0,68569.0,131047,18451.0,TX,American Indian and Alaska Native,1857
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5396.0,LA,American Indian and Alaska Native,1183
Long Beach,California,34.6,238159.0,236013.0,474172,127764.0,CA,Asian,68095
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,19024.0,MA,Black or African-American,8890
Miami Beach,Florida,42.5,48090.0,44221.0,92311,49908.0,FL,White,72180
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,16226.0,MA,Hispanic or Latino,69209
Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,CA,White,36890
San Jose,California,36.5,518317.0,508602.0,1026919,401493.0,CA,White,442798
Pasco,Washington,28.6,35298.0,32799.0,68097,16265.0,WA,American Indian and Alaska Native,1054
Mission Viejo,California,44.9,48849.0,48314.0,97163,17308.0,CA,Black or African-American,2066
Modesto,California,35.2,104852.0,106405.0,211257,39613.0,CA,Asian,19417
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,7645.0,MN,Asian,6088
The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,TX,Hispanic or Latino,19574
Livermore,California,36.7,41522.0,46595.0,88117,13959.0,CA,White,73440
Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,CA,Black or African-American,2914
Memphis,Tennessee,34.1,312237.0,343523.0,655760,43318.0,TN,Black or African-American,420983
Providence,Rhode Island,29.9,89090.0,90114.0,179204,53532.0,RI,Hispanic or Latino,77968
Providence,Rhode Island,29.9,89090.0,90114.0,179204,53532.0,RI,American Indian and Alaska Native,4171
Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,47582.0,FL,Hispanic or Latino,28148
Beaverton,Oregon,35.6,47325.0,49252.0,96577,18933.0,OR,White,80975
Conroe,Texas,31.5,34907.0,33685.0,68592,13839.0,TX,American Indian and Alaska Native,707
South Jordan,Utah,33.8,33669.0,32970.0,66639,6142.0,UT,Asian,2487
Decatur,Illinois,40.4,34646.0,38210.0,72856,1224.0,IL,American Indian and Alaska Native,265
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,37875.0,KY,Asian,18601
Ontario,California,31.0,85059.0,86141.0,171200,48557.0,CA,American Indian and Alaska Native,4304
Oxnard,California,31.0,101906.0,105346.0,207252,78678.0,CA,White,165423
Columbus,Georgia,33.7,98785.0,101794.0,200579,10376.0,GA,Asian,7039
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,21679.0,LA,Asian,13349
Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,KS,Asian,7301
Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,KS,American Indian and Alaska Native,2749
Torrance,California,41.2,73209.0,75259.0,148468,43096.0,CA,American Indian and Alaska Native,3638
Midland,Texas,32.1,66595.0,66355.0,132950,17061.0,TX,American Indian and Alaska Native,1922
Alexandria,Virginia,36.6,74989.0,78522.0,153511,44030.0,VA,Asian,13315
Topeka,Kansas,37.1,60879.0,66378.0,127257,6711.0,KS,Asian,3127
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,3803.0,MO,Asian,3013
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,21802.0,MO,American Indian and Alaska Native,2746
Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,MI,American Indian and Alaska Native,1516
Durham,North Carolina,33.2,121153.0,136445.0,257598,38642.0,NC,Black or African-American,108088
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,30834.0,TX,Hispanic or Latino,200737
Trenton,New Jersey,33.3,42581.0,41650.0,84231,20428.0,NJ,White,37683
Tyler,Texas,33.9,50422.0,53283.0,103705,8225.0,TX,Asian,2543
League City,Texas,35.9,49354.0,48996.0,98350,8361.0,TX,Hispanic or Latino,14868
Compton,California,30.1,49264.0,49184.0,98448,30660.0,CA,Black or African-American,26395
Pleasanton,California,41.3,36662.0,42857.0,79519,23208.0,CA,American Indian and Alaska Native,608
Davenport,Iowa,35.2,50123.0,52454.0,102577,4065.0,IA,American Indian and Alaska Native,901
Flower Mound,Texas,40.2,35200.0,35824.0,71024,6860.0,TX,Asian,6577
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4364.0,VA,American Indian and Alaska Native,1024
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,5757.0,AZ,Asian,1378
East Orange,New Jersey,35.5,29995.0,34967.0,64962,15164.0,NJ,Asian,656
Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,31880.0,FL,Hispanic or Latino,42092
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,ND,Hispanic or Latino,1667
Killeen,Texas,29.2,69442.0,71367.0,140809,15769.0,TX,White,75823
Killeen,Texas,29.2,69442.0,71367.0,140809,15769.0,TX,Asian,8183
Daly City,California,39.7,53817.0,52757.0,106574,56640.0,CA,Asian,61918
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,22328.0,CT,Hispanic or Latino,24682
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,28133.0,MD,American Indian and Alaska Native,672
Southfield,Michigan,41.6,31369.0,41808.0,73177,4011.0,MI,White,18296
Southfield,Michigan,41.6,31369.0,41808.0,73177,4011.0,MI,Asian,1345
San Antonio,Texas,33.1,721405.0,748419.0,1469824,208046.0,TX,Asian,53933
Orem,Utah,26.1,48695.0,45762.0,94457,12808.0,UT,American Indian and Alaska Native,976
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,22292.0,MA,Hispanic or Latino,8790
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,22292.0,MA,White,62927
Odessa,Texas,31.2,61119.0,57861.0,118980,15845.0,TX,Asian,2252
Pine Hills,Florida,29.2,35344.0,40737.0,76081,20735.0,FL,Hispanic or Latino,10496
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,7401.0,NC,White,89270
Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,TX,Asian,15790
Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,NV,American Indian and Alaska Native,3036
Arvada,Colorado,41.0,54870.0,60165.0,115035,4921.0,CO,Asian,2922
Arvada,Colorado,41.0,54870.0,60165.0,115035,4921.0,CO,American Indian and Alaska Native,2370
Buffalo,New York,33.1,124537.0,133529.0,258066,24630.0,NY,White,130078
San Leandro,California,41.8,43032.0,47679.0,90711,34293.0,CA,White,40182
Carlsbad,California,42.1,55119.0,58347.0,113466,17689.0,CA,Hispanic or Latino,12969
Jackson,Mississippi,31.7,79039.0,91772.0,170811,1789.0,MS,Black or African-American,139567
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,27207.0,AZ,American Indian and Alaska Native,7003
Clifton,New Jersey,38.5,41932.0,44409.0,86341,27979.0,NJ,American Indian and Alaska Native,2417
San Angelo,Texas,32.8,49669.0,50744.0,100413,7859.0,TX,American Indian and Alaska Native,548
Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,OH,Hispanic or Latino,5361
Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,CO,Asian,5193
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,33414.0,MA,White,68838
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,5200.0,NM,Hispanic or Latino,38674
Brentwood,New York,34.2,31395.0,32397.0,63792,27058.0,NY,Black or African-American,8619
Hemet,California,36.8,38622.0,45251.0,83873,13330.0,CA,Hispanic or Latino,37448
Portland,Oregon,36.7,313516.0,318671.0,632187,86041.0,OR,Asian,64386
Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,NC,White,60500
Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,MT,Black or African-American,1149
Abilene,Texas,31.3,65212.0,60664.0,125876,8129.0,TX,Asian,2929
Florence-Graham,California,30.2,34186.0,32173.0,66359,28696.0,CA,Hispanic or Latino,60895
Sunnyvale,California,35.7,79480.0,72280.0,151760,71441.0,CA,White,71463
Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,MT,American Indian and Alaska Native,3618
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5318.0,RI,White,76999
Spokane,Washington,36.6,102756.0,110511.0,213267,13253.0,WA,American Indian and Alaska Native,7192
Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,MD,Hispanic or Latino,9197
Austin,Texas,32.7,475718.0,456122.0,931840,181686.0,TX,American Indian and Alaska Native,10890
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,22328.0,CT,White,67844
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,28133.0,MD,Asian,13169
Eagan,Minnesota,36.8,31587.0,34701.0,66288,8642.0,MN,American Indian and Alaska Native,684
Nashville,Tennessee,34.1,314231.0,340365.0,654596,88193.0,TN,White,432447
Nashville,Tennessee,34.1,314231.0,340365.0,654596,88193.0,TN,American Indian and Alaska Native,5474
Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,WA,Asian,22550
Norman,Oklahoma,30.9,59483.0,60814.0,120297,8705.0,OK,Hispanic or Latino,11732
Duluth,Minnesota,34.7,41271.0,44855.0,86126,2258.0,MN,White,81720
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,17587.0,MD,Hispanic or Latino,1602
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,TN,Black or African-American,39445
Fishers,Indiana,34.5,42161.0,43910.0,86071,6138.0,IN,Black or African-American,6873
Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,CO,White,58341
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,29899.0,MA,Hispanic or Latino,33250
Brentwood,New York,34.2,31395.0,32397.0,63792,27058.0,NY,Asian,1647
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,6123.0,OK,American Indian and Alaska Native,10027
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,4701.0,SC,Asian,1827
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,MI,Hispanic or Latino,3395
Dayton,Ohio,32.8,66631.0,73966.0,140597,7381.0,OH,American Indian and Alaska Native,2010
Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,CA,Hispanic or Latino,76020
Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,CA,Black or African-American,5195
San Francisco,California,38.3,439752.0,425064.0,864816,297199.0,CA,Black or African-American,53270
Fort Worth,Texas,32.6,414126.0,422843.0,836969,143404.0,TX,Hispanic or Latino,296133
Auburn,Washington,37.1,36837.0,39743.0,76580,14842.0,WA,Hispanic or Latino,10836
Auburn,Washington,37.1,36837.0,39743.0,76580,14842.0,WA,Black or African-American,4032
Camarillo,California,40.8,31941.0,35682.0,67623,9735.0,CA,White,59702
Peoria,Arizona,36.9,80139.0,91103.0,171242,14260.0,AZ,White,151232
Murrieta,California,35.3,49363.0,60453.0,109816,19875.0,CA,Hispanic or Latino,32944
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,27313.0,MA,Hispanic or Latino,10890
New Rochelle,New York,40.6,38871.0,40967.0,79838,26960.0,NY,Black or African-American,17723
Poinciana,Florida,34.2,38142.0,35801.0,73943,14349.0,FL,Hispanic or Latino,37382
Poinciana,Florida,34.2,38142.0,35801.0,73943,14349.0,FL,American Indian and Alaska Native,1593
Cicero,Illinois,28.5,43153.0,40714.0,83867,33801.0,IL,Black or African-American,2865
Olathe,Kansas,33.0,65046.0,69270.0,134316,11913.0,KS,American Indian and Alaska Native,1872
San Diego,California,34.5,693826.0,701081.0,1394907,373842.0,CA,American Indian and Alaska Native,16496
Clearwater,Florida,47.0,55225.0,57754.0,112979,17686.0,FL,Hispanic or Latino,17211
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,MI,Asian,2429
Hemet,California,36.8,38622.0,45251.0,83873,13330.0,CA,Black or African-American,7650
Kenner,Louisiana,36.9,33993.0,33113.0,67106,12352.0,LA,American Indian and Alaska Native,158
Arlington,Virginia,34.4,113981.0,115183.0,229164,55205.0,VA,White,171673
San Marcos,California,35.4,45246.0,47688.0,92934,21558.0,CA,Asian,11519
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,6971.0,MD,White,49982
Franklin,Tennessee,38.3,34991.0,37644.0,72635,6876.0,TN,Hispanic or Latino,4916
College Station,Texas,22.9,54125.0,53774.0,107899,16145.0,TX,Asian,10915
Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,TX,Hispanic or Latino,31757
Bellevue,Washington,37.4,70763.0,69051.0,139814,54654.0,WA,Asian,52223
Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,MI,Black or African-American,29391
Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,FL,White,84328
Vista,California,29.3,50680.0,50204.0,100884,23271.0,CA,Hispanic or Latino,49524
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,24302.0,NC,Asian,6484
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,MI,White,62170
Arlington,Virginia,34.4,113981.0,115183.0,229164,55205.0,VA,Asian,28595
Yakima,Washington,34.0,45147.0,48553.0,93700,15717.0,WA,American Indian and Alaska Native,2042
Sugar Land,Texas,42.1,43889.0,44240.0,88129,31169.0,TX,Hispanic or Latino,7835
Glendale,California,42.1,98181.0,102844.0,201025,111510.0,CA,Asian,42070
Palmdale,California,32.6,76361.0,81989.0,158350,41974.0,CA,Asian,10981
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,6971.0,MD,Asian,3194
Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,CA,Asian,16189
Portland,Oregon,36.7,313516.0,318671.0,632187,86041.0,OR,Hispanic or Latino,61064
Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,ME,Hispanic or Latino,2031
Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,ME,American Indian and Alaska Native,662
Franklin,Tennessee,38.3,34991.0,37644.0,72635,6876.0,TN,Black or African-American,7749
Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,MT,Hispanic or Latino,2474
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,2348.0,WI,Hispanic or Latino,1972
Santa Ana,California,30.8,167503.0,167920.0,335423,152999.0,CA,Asian,37651
Newton,Massachusetts,42.3,41985.0,46824.0,88809,21692.0,MA,Asian,15666
Carmel,Indiana,39.9,42928.0,46101.0,89029,9645.0,IN,Hispanic or Latino,3111
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,MN,Hispanic or Latino,8021
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,MN,American Indian and Alaska Native,1745
Anaheim,California,33.6,179603.0,171135.0,350738,137133.0,CA,White,259820
San Francisco,California,38.3,439752.0,425064.0,864816,297199.0,CA,White,442155
Franklin,Tennessee,38.3,34991.0,37644.0,72635,6876.0,TN,White,61459
Fort Worth,Texas,32.6,414126.0,422843.0,836969,143404.0,TX,Asian,42053
Sunnyvale,California,35.7,79480.0,72280.0,151760,71441.0,CA,Hispanic or Latino,25638
Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,MT,White,66504
Santa Barbara,California,37.8,45068.0,46784.0,91852,19441.0,CA,Hispanic or Latino,31102
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,IN,Asian,13596
